case_id,case_type,num_parties,priority,judge_id,judge_idx,courtroom_id,hearing_date,hearing_duration_mins
CASE00413,Civil,5,High,J006,5,CR08,2024-12-16,161
CASE00414,Criminal,7,Medium,J002,1,CR06,2024-11-29,281
CASE00415,Criminal,2,High,J006,5,CR02,2024-06-11,203
CASE00416,Civil,5,Medium,J008,7,CR01,2024-03-25,135
CASE00417,Land,3,Medium,J004,3,CR08,2025-03-11,104
CASE00418,Civil,5,High,J006,5,CR08,2024-10-07,61
CASE00419,Commercial,3,Medium,J001,0,CR02,2024-12-20,43
CASE00420,Family,2,High,J007,6,CR02,2024-10-18,68
CASE00421,Civil,2,Medium,J008,7,CR08,2025-06-24,85
CASE00422,Criminal,5,Low,J006,5,CR05,2024-08-14,82
CASE00423,Criminal,5,Medium,J005,4,CR01,2024-01-09,23
CASE00424,Civil,3,Low,J003,2,CR05,2024-08-05,74
CASE00425,Labour,2,Low,J003,2,CR05,2024-10-24,78
CASE00426,Family,2,High,J007,6,CR02,2024-01-09,121
CASE00427,Constitutional,7,Medium,J006,5,CR07,2024-05-13,206
CASE00428,Criminal,3,Medium,J005,4,CR04,2025-05-28,131
CASE00429,Land,4,Medium,J008,7,CR06,2024-03-15,96
CASE00430,Land,3,Low,J004,3,CR01,2025-04-16,128
CASE00431,Land,3,Medium,J001,0,CR06,2025-08-13,41
CASE00432,Family,3,Medium,J007,6,CR07,2025-03-04,108
CASE00433,Constitutional,9,Medium,J006,5,CR02,2025-02-19,392
CASE00434,Civil,3,Medium,J001,0,CR06,2024-06-25,105
CASE00435,Civil,3,Medium,J008,7,CR08,2025-12-08,84
CASE00436,Land,3,Medium,J004,3,CR02,2025-03-24,93
CASE00437,Constitutional,7,High,J002,1,CR04,2025-08-27,348
CASE00438,Civil,3,Low,J006,5,CR02,2025-02-10,43
CASE00439,Civil,2,Medium,J004,3,CR06,2024-08-15,110
CASE00440,Civil,5,Medium,J004,3,CR03,2024-03-20,136
CASE00441,Civil,5,Low,J008,7,CR02,2024-07-18,81
CASE00442,Family,3,Low,J007,6,CR06,2025-10-23,76
CASE00443,Criminal,7,High,J002,1,CR04,2024-04-16,77
CASE00444,Criminal,3,Medium,J002,1,CR05,2024-07-22,225
CASE00445,Criminal,4,High,J002,1,CR03,2025-11-03,226
CASE00446,Criminal,2,Medium,J002,1,CR03,2025-10-06,225
CASE00447,Civil,3,High,J006,5,CR08,2025-08-01,85
CASE00448,Commercial,5,Medium,J007,6,CR08,2025-10-21,114
CASE00449,Labour,4,Low,J007,6,CR06,2024-11-20,65
CASE00450,Commercial,3,Low,J001,0,CR08,2024-03-11,99
CASE00451,Civil,3,Low,J006,5,CR08,2025-10-09,52
CASE00452,Family,2,Medium,J007,6,CR05,2025-08-29,108
CASE00453,Commercial,7,Low,J001,0,CR06,2025-06-04,108
CASE00454,Criminal,6,Low,J002,1,CR05,2025-04-18,129
CASE00455,Commercial,8,High,J004,3,CR01,2024-02-29,82
CASE00456,Constitutional,6,Medium,J006,5,CR05,2024-03-20,304
CASE00457,Commercial,5,Low,J007,6,CR02,2025-09-22,66
CASE00458,Family,3,Medium,J008,7,CR07,2025-08-18,57
CASE00459,Civil,5,Medium,J008,7,CR01,2025-10-30,90
CASE00460,Commercial,6,Low,J001,0,CR06,2025-09-12,156
CASE00461,Criminal,6,Medium,J005,4,CR03,2024-03-05,185
CASE00462,Land,5,Low,J004,3,CR02,2024-12-18,82
CASE00463,Civil,3,Low,J001,0,CR03,2024-09-11,110
CASE00464,Constitutional,9,Medium,J006,5,CR08,2025-06-20,181
CASE00465,Land,4,Medium,J008,7,CR03,2025-01-08,112
CASE00466,Land,5,High,J004,3,CR05,2024-12-13,180
CASE00467,Family,2,Medium,J008,7,CR01,2025-10-09,102
CASE00468,Civil,5,High,J004,3,CR02,2024-12-04,140
CASE00469,Commercial,7,Medium,J001,0,CR07,2024-10-18,93
CASE00470,Family,3,Low,J007,6,CR03,2024-03-25,28
CASE00471,Civil,5,High,J008,7,CR03,2024-12-25,154
CASE00472,Commercial,2,Medium,J004,3,CR07,2024-05-13,131
CASE00473,Criminal,2,Medium,J006,5,CR02,2024-11-14,102
CASE00474,Civil,4,Low,J008,7,CR07,2025-10-21,65
CASE00475,Civil,2,Low,J004,3,CR03,2025-11-18,83
CASE00476,Civil,5,Medium,J008,7,CR02,2025-10-24,68
CASE00477,Commercial,5,Low,J007,6,CR07,2025-06-05,137
CASE00478,Civil,3,Medium,J004,3,CR01,2025-01-07,69
CASE00479,Criminal,7,Medium,J005,4,CR03,2024-08-08,192
CASE00480,Commercial,2,Medium,J004,3,CR08,2024-07-16,122
CASE00481,Family,3,Medium,J003,2,CR03,2024-03-21,96
CASE00482,Civil,2,Medium,J004,3,CR02,2025-06-04,84
CASE00483,Commercial,9,Medium,J007,6,CR01,2024-12-11,177
CASE00484,Civil,5,High,J008,7,CR03,2025-09-04,179
CASE00485,Family,3,Low,J007,6,CR03,2024-07-05,109
CASE00486,Civil,5,Medium,J008,7,CR03,2025-03-25,113
CASE00487,Constitutional,4,Medium,J002,1,CR07,2025-01-09,180
CASE00488,Criminal,2,Low,J006,5,CR04,2025-03-31,88
CASE00489,Family,2,Medium,J008,7,CR05,2024-08-28,100
CASE00490,Criminal,3,High,J006,5,CR04,2024-11-13,191
CASE00491,Civil,2,Medium,J006,5,CR04,2025-11-26,84
CASE00492,Civil,3,Low,J008,7,CR08,2025-04-18,105
CASE00493,Civil,5,Medium,J004,3,CR07,2025-05-30,117
CASE00494,Commercial,2,Medium,J007,6,CR07,2024-07-24,183
CASE00495,Family,3,High,J008,7,CR03,2025-05-08,98
CASE00496,Civil,2,Medium,J004,3,CR02,2025-12-30,104
CASE00497,Criminal,4,Medium,J006,5,CR02,2024-03-27,152
CASE00498,Family,2,High,J003,2,CR05,2025-06-10,121
CASE00499,Criminal,7,Medium,J002,1,CR07,2024-04-04,65
CASE00500,Criminal,6,Medium,J002,1,CR08,2024-12-24,257
CASE00501,Civil,5,High,J001,0,CR07,2025-02-10,98
CASE00502,Family,3,High,J008,7,CR06,2024-08-30,164
CASE00503,Civil,5,Medium,J006,5,CR02,2024-01-30,156
CASE00504,Commercial,5,Medium,J004,3,CR02,2025-10-28,188
CASE00505,Criminal,4,Medium,J005,4,CR03,2024-05-21,149
CASE00506,Commercial,8,Medium,J001,0,CR05,2025-04-29,129
CASE00507,Constitutional,5,Medium,J002,1,CR08,2025-09-23,245
CASE00508,Civil,2,Medium,J001,0,CR02,2024-09-20,77
CASE00509,Family,2,Medium,J003,2,CR03,2025-07-16,52
CASE00510,Civil,5,Medium,J008,7,CR07,2024-04-24,138
CASE00511,Commercial,7,High,J004,3,CR04,2024-11-05,190
CASE00512,Labour,4,High,J003,2,CR01,2024-09-02,56
CASE00513,Civil,2,Low,J006,5,CR08,2024-03-06,97
CASE00514,Commercial,4,High,J001,0,CR08,2025-09-04,169
CASE00515,Criminal,6,Low,J006,5,CR01,2025-10-10,73
CASE00516,Criminal,5,Low,J006,5,CR04,2024-05-28,20
CASE00517,Civil,4,High,J004,3,CR07,2024-01-03,105
CASE00518,Land,2,Medium,J008,7,CR06,2024-09-04,75
CASE00519,Civil,3,High,J008,7,CR07,2024-07-11,144
CASE00520,Labour,4,Medium,J007,6,CR02,2024-03-11,69
CASE00521,Criminal,5,Low,J006,5,CR01,2025-02-04,156
CASE00522,Civil,4,Medium,J006,5,CR01,2025-10-13,95
CASE00523,Civil,2,Medium,J006,5,CR06,2024-09-17,89
CASE00524,Civil,4,Medium,J001,0,CR06,2024-03-11,104
CASE00525,Labour,4,Medium,J005,4,CR04,2025-11-04,124
CASE00526,Commercial,6,Medium,J007,6,CR02,2025-08-19,126
CASE00527,Labour,4,Medium,J007,6,CR06,2024-05-17,65
CASE00528,Criminal,6,Medium,J002,1,CR06,2025-07-14,205
CASE00529,Family,2,Medium,J007,6,CR03,2025-12-03,54
CASE00530,Commercial,9,Medium,J004,3,CR08,2025-10-09,148
CASE00531,Civil,3,Low,J003,2,CR03,2024-03-06,128
CASE00532,Family,3,Medium,J008,7,CR08,2024-02-08,82
CASE00533,Criminal,6,Medium,J005,4,CR04,2024-02-15,192
CASE00534,Civil,5,High,J003,2,CR01,2024-11-20,85
CASE00535,Criminal,7,Medium,J005,4,CR07,2025-07-11,232
CASE00536,Civil,4,Medium,J006,5,CR05,2024-02-08,78
CASE00537,Civil,5,Low,J003,2,CR05,2025-01-01,117
CASE00538,Family,3,Low,J003,2,CR06,2024-10-07,61
CASE00539,Family,2,Medium,J003,2,CR06,2025-03-24,50
CASE00540,Civil,5,Low,J006,5,CR08,2025-01-31,106
CASE00541,Labour,4,Low,J005,4,CR03,2025-12-10,57
CASE00542,Criminal,3,Medium,J005,4,CR06,2025-06-16,161
CASE00543,Criminal,5,High,J005,4,CR02,2025-03-11,36
CASE00544,Civil,4,Medium,J001,0,CR07,2025-09-09,67
CASE00545,Civil,5,Medium,J003,2,CR05,2024-11-25,145
CASE00546,Civil,2,Medium,J001,0,CR02,2024-12-02,73
CASE00547,Criminal,3,Low,J006,5,CR05,2025-04-02,163
CASE00548,Commercial,4,Medium,J007,6,CR07,2024-06-20,97
CASE00549,Criminal,4,Low,J006,5,CR08,2024-12-26,114
CASE00550,Land,4,Medium,J004,3,CR01,2025-09-22,97
CASE00551,Criminal,7,Low,J005,4,CR05,2025-10-17,156
CASE00552,Labour,4,Medium,J003,2,CR02,2025-11-19,132
CASE00553,Civil,3,Medium,J006,5,CR06,2025-06-10,61
CASE00554,Civil,2,Medium,J003,2,CR01,2024-05-27,87
CASE00555,Civil,3,Low,J008,7,CR08,2024-02-06,93
CASE00556,Civil,5,Low,J003,2,CR02,2024-08-30,82
CASE00557,Land,5,High,J008,7,CR06,2025-01-06,124
CASE00558,Constitutional,6,Medium,J006,5,CR01,2025-09-12,70
CASE00559,Civil,5,Low,J003,2,CR08,2025-01-15,63
CASE00560,Commercial,7,Low,J004,3,CR08,2024-03-20,111
CASE00561,Commercial,3,Medium,J007,6,CR03,2025-06-27,103
CASE00562,Commercial,9,Medium,J004,3,CR07,2024-11-18,46
CASE00563,Family,3,Medium,J008,7,CR05,2024-09-13,87
CASE00564,Family,3,High,J003,2,CR01,2024-07-10,88
CASE00565,Civil,5,Medium,J006,5,CR07,2025-07-30,90
CASE00566,Constitutional,4,Medium,J002,1,CR05,2024-09-24,250
CASE00567,Commercial,7,Medium,J007,6,CR08,2024-08-08,118
CASE00568,Commercial,5,Medium,J007,6,CR05,2025-12-12,132
CASE00569,Land,4,Low,J004,3,CR04,2024-05-06,114
CASE00570,Constitutional,3,High,J002,1,CR02,2025-04-08,298
CASE00571,Criminal,5,Medium,J002,1,CR08,2024-03-08,106
CASE00572,Criminal,4,Low,J006,5,CR05,2024-11-04,127
CASE00573,Criminal,7,High,J002,1,CR03,2025-01-06,182
CASE00574,Constitutional,4,Medium,J002,1,CR02,2024-07-25,243
CASE00575,Constitutional,5,Medium,J002,1,CR04,2025-05-21,220
CASE00576,Family,2,Medium,J003,2,CR06,2025-07-22,78
CASE00577,Criminal,7,Low,J006,5,CR06,2025-04-24,133
CASE00578,Civil,2,Medium,J008,7,CR03,2025-09-19,86
CASE00579,Civil,2,Medium,J001,0,CR02,2024-11-13,117
CASE00580,Family,3,High,J007,6,CR08,2025-06-23,62
CASE00581,Constitutional,7,Medium,J006,5,CR07,2025-08-12,221
CASE00582,Commercial,4,High,J001,0,CR03,2024-11-21,149
CASE00583,Civil,2,Low,J001,0,CR08,2025-04-23,65
CASE00584,Constitutional,2,Medium,J006,5,CR03,2025-08-25,202
CASE00585,Commercial,2,Medium,J001,0,CR03,2025-03-20,173
CASE00586,Constitutional,8,Medium,J002,1,CR02,2024-06-06,277
CASE00587,Criminal,5,Medium,J005,4,CR03,2024-11-27,96
CASE00588,Criminal,7,High,J006,5,CR04,2025-06-16,190
CASE00589,Family,3,Medium,J007,6,CR02,2025-10-13,92
CASE00590,Commercial,5,High,J007,6,CR05,2024-05-09,230
CASE00591,Criminal,7,Medium,J006,5,CR05,2025-09-22,115
CASE00592,Criminal,7,Low,J006,5,CR02,2025-05-30,102
CASE00593,Civil,2,Medium,J003,2,CR03,2024-06-25,98
CASE00594,Land,3,Medium,J008,7,CR06,2025-08-01,96
CASE00595,Labour,2,Medium,J003,2,CR01,2024-03-25,69
CASE00596,Criminal,2,Medium,J002,1,CR05,2025-10-29,275
CASE00597,Family,3,High,J003,2,CR07,2025-09-25,74
CASE00598,Criminal,7,Medium,J006,5,CR01,2024-10-24,221
CASE00599,Criminal,2,High,J006,5,CR05,2025-12-03,123
CASE00600,Family,2,High,J007,6,CR05,2025-04-10,80
CASE00601,Constitutional,8,Medium,J002,1,CR01,2024-06-11,393
CASE00602,Labour,3,High,J005,4,CR07,2025-04-21,98
CASE00603,Civil,4,Medium,J003,2,CR06,2024-05-28,127
CASE00604,Commercial,9,Medium,J004,3,CR06,2024-12-20,147
CASE00605,Criminal,5,Medium,J005,4,CR03,2025-01-15,134
CASE00606,Civil,4,High,J008,7,CR02,2024-09-05,121
CASE00607,Constitutional,5,Medium,J006,5,CR02,2024-10-01,154
CASE00608,Criminal,5,High,J005,4,CR04,2024-04-10,35
CASE00609,Family,3,Low,J003,2,CR05,2025-01-29,64
CASE00610,Land,2,Medium,J008,7,CR07,2024-09-12,87
CASE00611,Family,2,Low,J003,2,CR06,2025-08-15,72
CASE00612,Constitutional,6,Medium,J006,5,CR04,2024-06-13,283
CASE00613,Land,5,High,J004,3,CR08,2025-05-26,151
CASE00614,Criminal,3,High,J005,4,CR08,2024-01-25,301
CASE00615,Land,4,Low,J001,0,CR07,2025-06-02,147
CASE00616,Commercial,7,Low,J004,3,CR04,2024-08-09,94
CASE00617,Constitutional,8,Medium,J006,5,CR01,2024-02-22,328
CASE00618,Family,3,Medium,J007,6,CR08,2025-09-04,80
CASE00619,Constitutional,10,Low,J006,5,CR05,2025-07-04,81
CASE00620,Family,2,Medium,J003,2,CR02,2025-03-18,57
CASE00621,Civil,5,Medium,J003,2,CR05,2025-01-10,67
CASE00622,Criminal,2,High,J005,4,CR06,2024-02-23,146
CASE00623,Criminal,6,High,J006,5,CR04,2025-01-07,26
CASE00624,Civil,4,Medium,J008,7,CR05,2025-01-31,111
CASE00625,Criminal,7,Medium,J006,5,CR08,2025-07-18,179
CASE00626,Constitutional,7,Medium,J006,5,CR02,2024-04-10,326
CASE00627,Criminal,6,Medium,J005,4,CR06,2025-01-10,169
CASE00628,Civil,3,High,J003,2,CR04,2025-09-09,127
CASE00629,Civil,3,Medium,J008,7,CR07,2025-05-28,48
CASE00630,Civil,3,Medium,J001,0,CR01,2024-05-21,70
CASE00631,Land,3,High,J008,7,CR06,2025-05-01,110
CASE00632,Criminal,2,Low,J006,5,CR08,2025-06-12,21
CASE00633,Labour,4,Medium,J003,2,CR06,2025-02-07,89
CASE00634,Family,2,High,J008,7,CR05,2024-12-11,97
CASE00635,Constitutional,11,Medium,J006,5,CR05,2025-05-02,302
CASE00636,Civil,4,Medium,J001,0,CR06,2024-12-06,127
CASE00637,Civil,4,Low,J001,0,CR07,2025-08-21,55
CASE00638,Family,2,Low,J007,6,CR01,2025-09-04,71
CASE00639,Family,2,Medium,J007,6,CR05,2025-11-03,92
CASE00640,Criminal,3,Medium,J006,5,CR04,2024-02-23,202
CASE00641,Criminal,5,Medium,J006,5,CR08,2024-06-24,190
CASE00642,Land,4,High,J008,7,CR07,2024-09-06,166
CASE00643,Land,2,Medium,J001,0,CR02,2024-07-15,90
CASE00644,Commercial,6,Medium,J001,0,CR08,2024-11-18,143
CASE00645,Commercial,7,Medium,J004,3,CR03,2025-02-27,150
CASE00646,Civil,3,Low,J003,2,CR07,2025-05-29,106
CASE00647,Family,3,Medium,J008,7,CR08,2024-03-05,146
CASE00648,Criminal,2,Medium,J006,5,CR03,2025-06-16,202
CASE00649,Criminal,6,Medium,J002,1,CR06,2025-11-10,164
CASE00650,Constitutional,5,Low,J006,5,CR07,2024-11-18,215
CASE00651,Commercial,8,Medium,J001,0,CR08,2025-06-30,215
CASE00652,Land,3,High,J004,3,CR06,2025-11-24,121
CASE00653,Civil,4,High,J004,3,CR08,2024-07-16,139
CASE00654,Civil,2,Medium,J003,2,CR05,2024-08-19,100
CASE00655,Civil,3,Low,J004,3,CR05,2025-12-23,76
CASE00656,Criminal,4,Low,J002,1,CR08,2024-11-21,103
CASE00657,Civil,4,Low,J006,5,CR06,2025-07-28,125
CASE00658,Civil,5,High,J004,3,CR05,2025-08-11,64
CASE00659,Commercial,8,Medium,J007,6,CR07,2024-12-20,171
CASE00660,Civil,3,Medium,J003,2,CR05,2024-02-14,118
CASE00661,Civil,3,Medium,J004,3,CR02,2025-11-03,163
CASE00662,Family,2,Medium,J007,6,CR08,2024-08-08,94
CASE00663,Land,5,Medium,J001,0,CR05,2025-07-30,92
CASE00664,Constitutional,7,Medium,J006,5,CR03,2024-04-22,257
CASE00665,Civil,2,High,J008,7,CR04,2024-09-06,71
CASE00666,Constitutional,8,Medium,J002,1,CR04,2025-10-16,288
CASE00667,Land,4,Medium,J001,0,CR01,2025-02-28,118
CASE00668,Constitutional,6,Medium,J006,5,CR08,2024-05-21,197
CASE00669,Civil,4,Medium,J001,0,CR03,2025-02-21,73
CASE00670,Land,3,Medium,J008,7,CR08,2025-10-29,125
CASE00671,Criminal,7,Low,J002,1,CR05,2024-11-25,167
CASE00672,Civil,5,Medium,J004,3,CR01,2024-04-02,87
CASE00673,Criminal,7,Medium,J006,5,CR04,2025-07-02,99
CASE00674,Commercial,8,Medium,J007,6,CR01,2025-03-04,156
CASE00675,Civil,5,Low,J003,2,CR01,2025-02-11,77
CASE00676,Commercial,8,Medium,J004,3,CR03,2024-10-24,161
CASE00677,Civil,3,Low,J001,0,CR01,2025-08-05,114
CASE00678,Civil,2,Low,J008,7,CR02,2024-12-10,57
CASE00679,Criminal,6,Low,J005,4,CR08,2025-07-11,161
CASE00680,Constitutional,3,Medium,J006,5,CR03,2025-04-25,130
CASE00681,Land,2,Medium,J004,3,CR04,2024-04-26,131
CASE00682,Commercial,8,High,J004,3,CR03,2025-04-15,166
CASE00683,Criminal,4,Medium,J006,5,CR05,2024-07-10,185
CASE00684,Civil,4,Medium,J001,0,CR06,2024-10-30,129
CASE00685,Commercial,5,Low,J007,6,CR04,2025-09-18,144
CASE00686,Land,5,Medium,J008,7,CR07,2025-03-14,89
CASE00687,Commercial,3,Medium,J007,6,CR06,2025-11-17,133
CASE00688,Criminal,4,Low,J002,1,CR03,2024-05-24,92
CASE00689,Criminal,7,Medium,J005,4,CR06,2024-09-12,154
CASE00690,Family,3,Medium,J003,2,CR05,2025-01-28,85
CASE00691,Civil,4,Medium,J003,2,CR08,2024-10-01,127
CASE00692,Commercial,6,Low,J004,3,CR05,2025-08-20,190
CASE00693,Criminal,5,High,J006,5,CR01,2024-09-25,128
CASE00694,Family,3,Medium,J008,7,CR06,2025-12-11,106
CASE00695,Criminal,6,Medium,J002,1,CR01,2024-05-02,113
CASE00696,Civil,3,High,J006,5,CR05,2024-06-13,62
CASE00697,Family,3,High,J007,6,CR05,2025-12-08,82
CASE00698,Criminal,2,Medium,J002,1,CR05,2025-09-22,95
CASE00699,Land,2,Medium,J001,0,CR04,2024-05-17,128
CASE00700,Family,3,Medium,J007,6,CR03,2025-04-11,76
CASE00701,Criminal,2,Medium,J006,5,CR06,2025-07-17,174
CASE00702,Civil,4,High,J006,5,CR04,2024-09-11,116
CASE00703,Criminal,6,Medium,J006,5,CR02,2025-06-23,228
CASE00704,Family,3,Medium,J007,6,CR06,2024-03-21,58
CASE00705,Family,2,Medium,J008,7,CR02,2024-03-05,79
CASE00706,Constitutional,9,High,J002,1,CR03,2024-06-18,283
CASE00707,Commercial,9,Low,J004,3,CR08,2024-04-30,118
CASE00708,Land,2,Medium,J008,7,CR04,2025-08-21,96
CASE00709,Civil,4,Medium,J006,5,CR02,2025-04-02,106
CASE00710,Family,2,Low,J003,2,CR08,2024-05-16,57
CASE00711,Commercial,3,Low,J007,6,CR07,2025-08-01,155
CASE00712,Commercial,3,Medium,J001,0,CR08,2025-11-20,225
CASE00713,Civil,3,High,J004,3,CR01,2025-02-10,96
CASE00714,Civil,5,Low,J004,3,CR01,2024-08-12,118
CASE00715,Family,3,Medium,J008,7,CR02,2025-03-10,106
CASE00716,Land,3,Medium,J004,3,CR02,2025-07-09,131
CASE00717,Criminal,2,Low,J002,1,CR02,2025-04-29,190
CASE00718,Land,2,Medium,J001,0,CR05,2024-07-04,148
CASE00719,Criminal,3,High,J002,1,CR07,2025-01-27,245
CASE00720,Criminal,7,Low,J005,4,CR07,2025-01-20,110
CASE00721,Civil,3,Medium,J001,0,CR03,2024-12-23,106
CASE00722,Civil,4,Medium,J001,0,CR03,2025-02-07,150
CASE00723,Civil,5,Medium,J008,7,CR03,2024-01-05,113
CASE00724,Civil,3,Low,J001,0,CR05,2025-11-21,107
CASE00725,Constitutional,7,Medium,J006,5,CR07,2024-09-11,253
CASE00726,Criminal,4,Medium,J005,4,CR06,2024-10-10,111
CASE00727,Labour,4,Medium,J003,2,CR02,2025-03-06,114
CASE00728,Civil,3,Medium,J008,7,CR01,2024-09-04,95
CASE00729,Labour,4,High,J003,2,CR02,2025-09-01,75
CASE00730,Commercial,9,Medium,J001,0,CR08,2025-09-05,229
CASE00731,Labour,2,Low,J007,6,CR01,2024-02-16,86
CASE00732,Criminal,4,Medium,J005,4,CR08,2024-08-28,189
CASE00733,Commercial,9,High,J007,6,CR04,2024-02-28,216
CASE00734,Family,3,Low,J003,2,CR05,2024-08-28,79
CASE00735,Criminal,3,Low,J006,5,CR06,2025-08-15,114
CASE00736,Family,3,Low,J008,7,CR06,2024-11-06,80
CASE00737,Criminal,4,High,J002,1,CR04,2025-02-28,417
CASE00738,Criminal,5,Medium,J005,4,CR05,2024-03-04,75
CASE00739,Commercial,2,Low,J007,6,CR03,2025-11-27,47
CASE00740,Family,2,Low,J007,6,CR08,2024-02-19,57
CASE00741,Family,3,Medium,J007,6,CR07,2025-12-15,56
CASE00742,Land,5,High,J004,3,CR07,2024-11-04,170
CASE00743,Criminal,6,Low,J005,4,CR03,2025-04-30,178
CASE00744,Criminal,4,Medium,J002,1,CR04,2024-11-04,258
CASE00745,Criminal,3,Medium,J006,5,CR03,2024-03-01,143
CASE00746,Commercial,8,Medium,J007,6,CR07,2025-03-03,202
CASE00747,Family,3,Medium,J008,7,CR03,2024-09-06,63
CASE00748,Constitutional,10,Medium,J006,5,CR04,2024-12-05,158
CASE00749,Criminal,4,Medium,J006,5,CR02,2025-01-15,20
CASE00750,Constitutional,5,Low,J002,1,CR04,2024-02-23,209
CASE00751,Commercial,3,Low,J004,3,CR07,2025-11-21,123
CASE00752,Criminal,5,High,J006,5,CR01,2024-07-12,278
CASE00753,Criminal,7,High,J006,5,CR04,2025-05-06,319
CASE00754,Family,3,High,J003,2,CR06,2024-11-07,160
CASE00755,Civil,4,Low,J001,0,CR04,2024-05-01,119
CASE00756,Civil,5,High,J006,5,CR04,2025-09-11,112
CASE00757,Civil,4,Medium,J003,2,CR07,2024-09-03,147
CASE00758,Family,2,Low,J008,7,CR06,2024-10-17,56
CASE00759,Commercial,7,Low,J004,3,CR08,2025-07-01,117
CASE00760,Labour,3,Medium,J007,6,CR06,2024-11-12,63
CASE00761,Criminal,2,Medium,J005,4,CR06,2025-06-10,79
CASE00762,Commercial,3,High,J004,3,CR08,2024-04-11,58
CASE00763,Commercial,4,Medium,J007,6,CR08,2025-01-15,122
CASE00764,Criminal,2,Low,J005,4,CR07,2025-07-31,248
CASE00765,Civil,2,Medium,J003,2,CR03,2024-01-18,154
CASE00766,Criminal,3,Low,J005,4,CR07,2024-10-30,297
CASE00767,Commercial,4,Medium,J001,0,CR04,2024-12-04,124
CASE00768,Civil,2,Low,J003,2,CR07,2025-08-07,91
CASE00769,Civil,2,Low,J003,2,CR08,2025-07-18,75
CASE00770,Commercial,2,High,J007,6,CR06,2025-05-16,125
CASE00771,Commercial,8,Medium,J007,6,CR08,2025-04-17,240
CASE00772,Criminal,5,Medium,J002,1,CR06,2024-05-24,35
CASE00773,Commercial,3,Medium,J007,6,CR08,2024-07-08,145
CASE00774,Family,2,Low,J008,7,CR01,2024-02-05,60
CASE00775,Civil,4,Medium,J001,0,CR01,2024-01-08,110
CASE00776,Family,2,Medium,J007,6,CR03,2025-10-08,121
CASE00777,Commercial,6,Low,J001,0,CR02,2025-12-26,139
CASE00778,Commercial,3,Medium,J001,0,CR01,2024-08-12,144
CASE00779,Constitutional,6,Medium,J006,5,CR06,2025-09-25,207
CASE00780,Land,4,Low,J008,7,CR08,2025-11-07,89
CASE00781,Land,5,High,J004,3,CR01,2024-01-08,120
CASE00782,Civil,2,Medium,J008,7,CR07,2024-01-19,82
CASE00783,Criminal,2,Medium,J006,5,CR05,2025-07-03,205
CASE00784,Family,2,Medium,J007,6,CR01,2025-05-30,70
CASE00785,Criminal,4,Medium,J006,5,CR07,2024-07-03,129
CASE00786,Civil,2,Medium,J001,0,CR02,2024-09-04,101
CASE00787,Family,2,Medium,J003,2,CR05,2024-10-01,81
CASE00788,Commercial,5,Medium,J004,3,CR02,2025-02-20,124
CASE00789,Civil,3,Medium,J006,5,CR04,2025-12-15,110
CASE00790,Civil,5,Medium,J003,2,CR05,2025-12-02,102
CASE00791,Criminal,3,Medium,J002,1,CR01,2025-02-20,78
CASE00792,Family,2,High,J007,6,CR07,2024-02-28,97
CASE00793,Civil,5,Medium,J001,0,CR03,2024-03-26,129
CASE00794,Commercial,8,High,J004,3,CR07,2025-10-23,305
CASE00795,Civil,3,High,J004,3,CR02,2025-06-25,108
CASE00796,Commercial,4,Medium,J001,0,CR04,2024-08-05,103
CASE00797,Family,3,Medium,J008,7,CR08,2024-03-18,53
CASE00798,Family,3,Medium,J008,7,CR05,2025-07-11,114
CASE00799,Family,3,Medium,J008,7,CR01,2024-07-03,132
CASE00800,Civil,2,Low,J004,3,CR01,2024-08-01,59
CASE00801,Civil,3,Medium,J008,7,CR03,2025-12-31,82
CASE00802,Family,2,Medium,J007,6,CR02,2025-08-01,71
CASE00803,Civil,2,Medium,J003,2,CR07,2025-11-25,116
CASE00804,Family,3,Medium,J008,7,CR06,2025-01-29,54
CASE00805,Labour,3,High,J007,6,CR03,2024-03-22,73
CASE00806,Land,2,High,J008,7,CR06,2024-04-11,173
CASE00807,Criminal,6,Medium,J005,4,CR04,2024-03-19,20
CASE00808,Labour,4,Medium,J005,4,CR07,2024-02-01,107
CASE00809,Family,3,Medium,J008,7,CR05,2025-04-07,92
CASE00810,Constitutional,5,High,J006,5,CR04,2024-12-31,151
CASE00811,Civil,2,Medium,J008,7,CR07,2025-03-19,87
CASE00812,Criminal,2,Medium,J002,1,CR07,2024-03-29,188
CASE00813,Commercial,9,High,J007,6,CR05,2024-09-10,228
CASE00814,Criminal,6,Medium,J006,5,CR02,2024-03-26,147
CASE00815,Commercial,7,Medium,J004,3,CR03,2025-12-30,194
CASE00816,Family,3,High,J008,7,CR03,2025-02-03,115
CASE00817,Criminal,4,Medium,J005,4,CR06,2024-04-04,58
CASE00818,Criminal,2,Low,J002,1,CR05,2025-04-01,149
CASE00819,Civil,3,Low,J004,3,CR05,2024-04-15,50
CASE00820,Commercial,5,Medium,J001,0,CR02,2024-07-11,175
CASE00821,Family,2,High,J007,6,CR08,2025-07-25,72
CASE00822,Civil,5,Medium,J008,7,CR07,2024-04-16,45
CASE00823,Criminal,5,Medium,J002,1,CR02,2025-07-22,122
CASE00824,Commercial,2,High,J001,0,CR06,2025-01-30,102
CASE00825,Civil,5,High,J001,0,CR05,2025-02-28,175
CASE00826,Land,4,Medium,J004,3,CR02,2024-09-06,119
